tanggal,pm10,pm25,so2,co,o3,no2,categori
2021-01-01,38,53,29,6,31,13,SEDANG
2021-01-02,27,46,27,7,47,7,BAIK
2021-01-03,44,58,25,7,40,13,SEDANG
2021-01-04,30,48,24,4,32,7,BAIK
2021-01-05,38,53,24,6,31,9,SEDANG
2021-01-06,41,58,23,13,46,13,SEDANG
2021-01-07,35,47,22,6,39,10,BAIK
2021-01-08,37,54,26,16,17,10,SEDANG
2021-01-09,47,61,16,27,22,12,SEDANG
2021-01-10,23,25,16,11,33,8,BAIK
2021-01-11,38,54,17,14,27,10,SEDANG
2021-01-12,29,50,20,12,26,15,BAIK
2021-01-13,34,44,17,13,20,9,BAIK
2021-01-14,36,57,15,15,26,13,SEDANG
2021-01-15,42,62,14,15,32,12,SEDANG
2021-01-16,52,73,15,17,25,14,SEDANG
2021-01-17,52,71,17,15,26,14,SEDANG
2021-01-18,40,52,16,11,26,12,SEDANG
2021-01-19,31,41,13,12,25,12,BAIK
2021-01-20,35,34,12,12,22,13,BAIK
2021-01-21,43,51,13,14,28,15,SEDANG
2021-01-22,49,63,14,14,28,15,SEDANG
2021-01-23,72,108,14,43,44,20,TIDAK SEHAT
2021-01-24,33,48,12,14,23,10,BAIK
2021-01-25,56,82,13,29,62,15,SEDANG
2021-01-26,52,70,14,19,28,13,SEDANG
2021-01-27,20,20,13,10,19,8,BAIK
2021-01-28,27,41,14,18,17,11,BAIK
2021-01-29,30,53,16,17,24,11,SEDANG
2021-01-30,27,37,13,16,24,12,BAIK
2021-01-31,36,51,13,16,26,10,SEDANG
2021-01-01,38,58,2,11,65,6,SEDANG
2021-01-02,29,46,---,12,80,12,SEDANG
2021-01-03,37,59,---,10,86,13,SEDANG
2021-01-04,30,49,---,9,77,7,SEDANG
2021-01-05,35,52,---,8,77,7,SEDANG
2021-01-06,48,60,---,12,85,14,SEDANG
2021-01-07,35,50,---,9,72,15,SEDANG
2021-01-08,38,55,---,11,71,9,SEDANG
2021-01-09,51,67,12,27,80,12,SEDANG
2021-01-10,24,39,13,10,59,14,SEDANG
2021-01-11,35,54,13,12,68,13,SEDANG
2021-01-12,27,51,15,7,77,15,SEDANG
2021-01-13,33,44,13,10,68,7,SEDANG
2021-01-14,28,49,11,6,65,11,SEDANG
2021-01-15,42,60,11,14,65,12,SEDANG
2021-01-16,49,71,13,10,67,9,SEDANG
2021-01-17,55,75,16,10,93,10,SEDANG
2021-01-18,35,49,13,5,78,9,SEDANG
2021-01-19,31,42,11,6,58,9,SEDANG
2021-01-20,42,45,11,6,72,6,SEDANG
2021-01-21,46,44,12,9,67,13,SEDANG
2021-01-22,51,60,12,8,67,16,SEDANG
2021-01-23,73,108,14,43,104,19,TIDAK SEHAT
2021-01-24,51,59,12,9,75,7,SEDANG
2021-01-25,62,86,14,26,134,14,TIDAK SEHAT
2021-01-26,54,76,26,14,71,12,SEDANG
2021-01-27,21,29,25,7,63,5,SEDANG
2021-01-28,28,49,25,10,53,7,SEDANG
2021-01-29,28,49,26,7,65,9,SEDANG
2021-01-30,27,39,25,10,64,8,SEDANG
2021-01-31,38,55,24,11,68,7,SEDANG
2021-01-01,43,56,15,10,33,5,SEDANG
2021-01-02,58,86,15,22,38,5,SEDANG
2021-01-03,64,93,14,20,35,5,SEDANG
2021-01-04,50,67,13,15,17,4,SEDANG
2021-01-05,59,89,15,19,42,7,SEDANG
2021-01-06,52,81,18,28,52,11,SEDANG
2021-01-07,22,52,16,12,44,5,SEDANG
2021-01-08,26,68,21,22,40,9,SEDANG
2021-01-09,25,77,17,32,31,8,SEDANG
2021-01-10,15,33,16,7,23,4,BAIK
2021-01-11,---,72,17,15,56,4,SEDANG
2021-01-12,---,58,18,9,37,4,SEDANG
2021-01-13,26,47,16,6,39,3,BAIK
2021-01-14,29,78,20,14,40,8,SEDANG
2021-01-15,24,82,19,16,64,6,SEDANG
2021-01-16,70,92,19,16,60,7,SEDANG
2021-01-17,58,86,22,11,43,9,SEDANG
2021-01-18,51,64,21,7,38,5,SEDANG
2021-01-19,42,56,19,7,37,6,SEDANG
2021-01-20,46,---,17,17,41,10,BAIK
2021-01-21,52,---,18,19,44,9,SEDANG
2021-01-22,84,112,20,33,57,10,TIDAK SEHAT
2021-01-23,89,126,19,42,64,13,TIDAK SEHAT
2021-01-24,64,90,19,31,34,10,SEDANG
2021-01-25,60,95,18,23,67,8,SEDANG
2021-01-26,54,79,18,15,50,7,SEDANG
2021-01-27,33,37,17,5,30,4,BAIK
2021-01-28,26,49,16,9,26,5,BAIK
2021-01-29,28,16,17,9,48,4,BAIK
2021-01-30,46,13,16,10,41,4,BAIK
2021-01-31,38,13,17,7,39,---,BAIK
2021-01-01,41,,37,14,35,4,BAIK
2021-01-02,44,,38,38,59,3,SEDANG
2021-01-03,50,,37,16,52,5,SEDANG
2021-01-04,45,,36,16,24,3,BAIK
2021-01-05,52,,36,15,35,8,SEDANG
2021-01-06,73,,32,29,66,6,SEDANG
2021-01-07,36,,30,19,55,5,SEDANG
2021-01-08,36,,31,23,51,6,SEDANG
2021-01-09,60,,30,34,42,6,SEDANG
2021-01-10,14,,28,9,38,3,BAIK
2021-01-11,51,,29,17,57,4,SEDANG
2021-01-12,23,,28,11,44,4,BAIK
2021-01-13,36,,27,8,32,3,BAIK
2021-01-14,35,,28,13,38,5,BAIK
2021-01-15,51,,26,20,56,5,SEDANG
2021-01-16,47,,27,18,38,7,BAIK
2021-01-17,52,,28,12,41,8,SEDANG
2021-01-18,34,,28,10,37,4,BAIK
2021-01-19,25,,26,12,31,7,BAIK
2021-01-20,54,,25,16,33,8,SEDANG
2021-01-21,63,,25,21,38,7,SEDANG
2021-01-22,52,,26,32,54,8,SEDANG
2021-01-23,89,,27,47,61,11,SEDANG
2021-01-24,---,,---,---,---,---,TIDAK ADA DATA
2021-01-25,---,,---,---,---,---,TIDAK ADA DATA
2021-01-26,57,,26,34,39,7,SEDANG
2021-01-27,18,,25,7,19,4,BAIK
2021-01-28,23,,25,11,20,5,BAIK
2021-01-29,27,,26,9,36,4,BAIK
2021-01-30,21,,26,16,32,6,BAIK
2021-01-31,---,,---,17,---,---,BAIK
2021-01-01,37,,20,12,25,4,BAIK
2021-01-02,33,,18,20,64,6,SEDANG
2021-01-03,42,,15,10,62,3,SEDANG
2021-01-04,27,,14,7,31,4,BAIK
2021-01-05,41,,15,9,28,---,BAIK
2021-01-06,33,,12,19,46,---,BAIK
2021-01-07,27,,13,11,36,---,BAIK
2021-01-08,36,,18,19,28,---,BAIK
2021-01-09,46,,17,26,27,12,BAIK
2021-01-10,19,,20,8,34,5,BAIK
2021-01-11,33,,21,10,34,9,BAIK
2021-01-12,25,,22,6,38,6,BAIK
2021-01-13,25,,20,5,27,9,BAIK
2021-01-14,32,,17,8,36,7,BAIK
2021-01-15,52,,15,15,41,7,SEDANG
2021-01-16,---,,18,12,37,8,BAIK
2021-01-17,---,,20,15,32,9,BAIK
2021-01-18,---,,22,8,31,4,BAIK
2021-01-19,29,,14,6,35,5,BAIK
2021-01-20,30,,15,7,33,---,BAIK
2021-01-21,43,,16,15,37,8,BAIK
2021-01-22,45,,21,13,40,15,BAIK
2021-01-23,80,,22,44,44,22,SEDANG
2021-01-24,27,,14,9,29,---,BAIK
2021-01-25,55,,19,29,67,13,SEDANG
2021-01-26,57,,21,23,36,16,SEDANG
2021-01-27,15,,16,5,20,---,BAIK
2021-01-28,28,,19,11,28,---,BAIK
2021-01-29,30,,22,10,32,11,BAIK
2021-01-30,24,,17,8,27,10,BAIK
2021-01-31,41,,17,19,29,8,BAIK
2021-02-01,59,79,21,26,15,31,SEDANG
2021-02-02,30,46,21,14,16,24,BAIK
2021-02-03,23,33,19,11,14,19,BAIK
2021-02-04,36,53,23,14,12,24,SEDANG
2021-02-05,29,36,20,14,12,21,BAIK
2021-02-06,27,34,21,8,21,15,BAIK
2021-02-07,25,23,19,7,19,12,BAIK
2021-02-08,24,26,19,10,18,17,BAIK
2021-02-09,33,40,22,12,14,22,BAIK
2021-02-10,32,38,21,10,12,16,BAIK
2021-02-11,26,37,23,13,9,17,BAIK
2021-02-12,41,52,26,16,10,16,SEDANG
2021-02-13,25,37,20,9,19,16,BAIK
2021-02-14,33,47,18,11,19,19,BAIK
2021-02-15,34,47,20,13,17,25,BAIK
2021-02-16,26,28,18,11,18,26,BAIK
2021-02-17,39,57,23,23,12,33,SEDANG
2021-02-18,43,59,29,13,12,29,SEDANG
2021-02-19,29,41,19,20,12,23,BAIK
2021-02-20,30,38,18,11,18,20,BAIK
2021-02-21,31,45,18,10,16,17,BAIK
2021-02-22,51,67,20,18,11,23,SEDANG
2021-02-23,50,64,22,11,20,23,SEDANG
2021-02-24,30,42,22,10,9,16,BAIK
2021-02-25,31,48,26,12,14,17,BAIK
2021-02-26,29,38,18,13,18,20,BAIK
2021-02-27,49,67,23,15,17,31,SEDANG
2021-02-28,43,60,19,12,19,18,SEDANG
2021-02-01,64,87,38,16,46,25,SEDANG
2021-02-02,30,42,38,4,55,15,SEDANG
2021-02-03,24,35,38,4,42,15,BAIK
2021-02-04,33,50,39,7,47,15,BAIK
2021-02-05,25,35,39,5,45,13,BAIK
2021-02-06,30,38,37,---,57,9,SEDANG
2021-02-07,28,30,37,---,57,5,SEDANG
2021-02-08,26,31,37,---,54,12,SEDANG
2021-02-09,33,50,39,6,47,16,BAIK
2021-02-10,34,46,39,4,49,10,BAIK
2021-02-11,33,49,43,6,35,11,BAIK
2021-02-12,43,62,43,14,33,11,SEDANG
2021-02-13,27,47,38,8,40,11,BAIK
2021-02-14,34,53,40,11,42,14,SEDANG
2021-02-15,36,52,39,13,37,17,SEDANG
2021-02-16,28,41,38,11,42,15,BAIK
2021-02-17,41,61,40,25,41,27,SEDANG
2021-02-18,40,55,44,10,41,16,SEDANG
2021-02-19,32,51,42,16,41,20,SEDANG
2021-02-20,31,34,38,8,53,9,SEDANG
2021-02-21,36,40,39,9,48,9,BAIK
2021-02-22,60,69,42,15,41,19,SEDANG
2021-02-23,48,61,40,9,54,17,SEDANG
2021-02-24,30,39,40,10,33,10,BAIK
2021-02-25,30,45,43,12,45,12,BAIK
2021-02-26,45,54,43,13,---,19,SEDANG
2021-02-27,59,71,44,15,50,20,SEDANG
2021-02-28,66,76,40,14,60,18,SEDANG
2021-02-01,73,110,28,18,26,18,TIDAK SEHAT
2021-02-02,53,70,25,10,27,14,SEDANG
2021-02-03,32,53,27,6,24,9,SEDANG
2021-02-04,29,54,26,11,24,13,SEDANG
2021-02-05,27,51,24,10,24,12,SEDANG
2021-02-06,34,53,24,8,32,12,SEDANG
2021-02-07,33,50,24,9,30,13,BAIK
2021-02-08,26,42,24,9,35,12,BAIK
2021-02-09,33,53,25,9,23,12,SEDANG
2021-02-10,50,64,24,11,23,10,SEDANG
2021-02-11,38,57,23,6,18,7,SEDANG
2021-02-12,63,98,25,13,20,8,SEDANG
2021-02-13,59,89,26,12,30,13,SEDANG
2021-02-14,55,73,25,11,35,13,SEDANG
2021-02-15,40,62,24,9,32,12,SEDANG
2021-02-16,36,51,24,9,34,15,SEDANG
2021-02-17,46,67,26,15,28,18,SEDANG
2021-02-18,53,70,28,8,26,12,SEDANG
2021-02-19,28,51,25,13,23,14,SEDANG
2021-02-20,45,59,25,13,29,15,SEDANG
2021-02-21,29,42,24,7,30,9,BAIK
2021-02-22,68,103,26,22,30,14,TIDAK SEHAT
2021-02-23,66,90,26,12,29,16,SEDANG
2021-02-24,---,---,---,---,---,---,TIDAK ADA DATA
2021-02-25,27,54,25,6,24,7,SEDANG
2021-02-26,41,61,25,10,40,16,SEDANG
2021-02-27,50,73,27,10,41,16,SEDANG
2021-02-28,64,94,25,13,27,15,SEDANG
2021-02-01,---,---,---,---,---,---,TIDAK ADA DATA
2021-02-02,37,59,40,14,22,12,SEDANG
2021-02-03,24,52,40,9,21,8,SEDANG
2021-02-04,19,53,40,12,19,10,SEDANG
2021-02-05,19,41,40,12,20,9,BAIK
2021-02-06,18,48,40,7,28,6,BAIK
2021-02-07,25,55,40,10,22,11,SEDANG
2021-02-08,17,44,39,10,21,9,BAIK
2021-02-09,31,57,40,13,19,9,SEDANG
2021-02-10,30,58,40,13,20,8,SEDANG
2021-02-11,21,50,40,7,16,5,BAIK
2021-02-12,33,65,40,12,19,5,SEDANG
2021-02-13,43,62,40,11,25,9,SEDANG
2021-02-14,34,57,39,11,26,9,SEDANG
2021-02-15,42,66,40,11,25,12,SEDANG
2021-02-16,43,63,40,11,23,13,SEDANG
2021-02-17,38,66,40,22,21,15,SEDANG
2021-02-18,37,60,41,10,22,11,SEDANG
2021-02-19,25,51,39,16,20,13,SEDANG
2021-02-20,33,63,39,12,24,12,SEDANG
2021-02-21,21,50,39,10,23,10,BAIK
2021-02-22,59,95,40,21,25,12,SEDANG
2021-02-23,51,83,40,16,24,11,SEDANG
2021-02-24,42,61,39,9,13,6,SEDANG
2021-02-25,16,45,39,9,19,4,BAIK
2021-02-26,48,75,39,11,23,13,SEDANG
2021-02-27,59,94,40,13,30,12,SEDANG
2021-02-28,68,113,39,18,24,14,TIDAK SEHAT
2021-02-01,70,126,29,26,15,34,TIDAK SEHAT
2021-02-02,---,55,28,9,14,25,SEDANG
2021-02-03,23,40,27,5,16,10,BAIK
2021-02-04,32,59,28,9,14,17,SEDANG
2021-02-05,---,48,28,8,14,35,BAIK
2021-02-06,---,34,21,4,24,6,BAIK
2021-02-07,---,29,22,5,20,7,BAIK
2021-02-08,---,41,23,6,17,11,BAIK
2021-02-09,---,57,31,9,15,21,SEDANG
2021-02-10,31,52,27,7,13,11,SEDANG
2021-02-11,23,50,36,6,10,13,BAIK
2021-02-12,35,65,38,11,11,42,SEDANG
2021-02-13,27,55,27,5,20,8,SEDANG
2021-02-14,36,61,24,9,20,11,SEDANG
2021-02-15,32,56,24,10,18,17,SEDANG
2021-02-16,24,35,21,7,22,9,BAIK
2021-02-17,44,71,33,25,14,37,SEDANG
2021-02-18,38,60,41,8,17,17,SEDANG
2021-02-19,27,52,24,16,14,33,SEDANG
2021-02-20,32,52,22,10,21,15,SEDANG
2021-02-21,29,52,22,8,18,12,SEDANG
2021-02-22,56,92,25,20,16,40,SEDANG
2021-02-23,49,77,28,8,21,12,SEDANG
2021-02-24,24,40,28,4,11,7,BAIK
2021-02-25,28,52,31,7,13,23,SEDANG
2021-02-26,24,49,21,7,22,18,BAIK
2021-02-27,39,64,27,10,25,24,SEDANG
2021-02-28,50,77,22,9,22,13,SEDANG
2021-03-01,37,60,20,12,12,17,SEDANG
2021-03-02,38,55,20,15,14,28,SEDANG
2021-03-03,49,67,19,21,17,35,SEDANG
2021-03-04,51,75,22,18,19,31,SEDANG
2021-03-05,52,69,20,16,16,30,SEDANG
2021-03-06,51,73,20,22,15,37,SEDANG
2021-03-07,57,88,23,23,19,31,SEDANG
2021-03-08,47,63,21,16,11,19,SEDANG
2021-03-09,36,50,23,15,10,22,BAIK
2021-03-10,45,65,20,20,14,27,SEDANG
2021-03-11,27,35,19,9,15,21,BAIK
2021-03-12,44,58,24,12,13,25,SEDANG
2021-03-13,37,62,27,13,13,25,SEDANG
2021-03-14,39,60,23,14,10,19,SEDANG
2021-03-15,45,70,29,18,13,34,SEDANG
2021-03-16,55,80,32,13,21,36,SEDANG
2021-03-17,59,93,25,19,20,45,SEDANG
2021-03-18,64,102,30,15,25,40,TIDAK SEHAT
2021-03-19,60,88,29,14,24,35,SEDANG
2021-03-20,55,80,28,16,19,31,SEDANG
2021-03-21,43,55,21,11,18,17,SEDANG
2021-03-22,38,61,21,13,14,18,SEDANG
2021-03-23,37,54,23,11,12,16,SEDANG
2021-03-24,32,53,21,10,9,15,SEDANG
2021-03-25,25,47,22,9,14,17,BAIK
2021-03-26,50,69,23,19,19,28,SEDANG
2021-03-27,53,71,29,13,18,33,SEDANG
2021-03-28,54,75,20,15,31,31,SEDANG
2021-03-29,55,77,19,19,21,37,SEDANG
2021-03-30,53,69,24,15,14,30,SEDANG
2021-03-31,43,57,22,13,15,23,SEDANG
2021-03-01,48,66,45,13,38,18,SEDANG
2021-03-02,55,61,50,12,53,21,SEDANG
2021-03-03,59,76,46,19,50,30,SEDANG
2021-03-04,56,79,45,16,49,28,SEDANG
2021-03-05,65,81,54,16,59,26,SEDANG
2021-03-06,71,89,59,23,52,31,SEDANG
2021-03-07,60,84,29,23,51,27,SEDANG
2021-03-08,52,65,28,16,41,15,SEDANG
2021-03-09,51,55,27,13,33,15,SEDANG
2021-03-10,56,81,42,21,42,26,SEDANG
2021-03-11,38,50,26,9,43,9,BAIK
2021-03-12,51,60,27,12,45,19,SEDANG
2021-03-13,40,58,29,11,41,16,SEDANG
2021-03-14,50,62,27,12,37,15,SEDANG
2021-03-15,51,72,33,15,49,19,SEDANG
2021-03-16,67,89,41,13,57,25,SEDANG
2021-03-17,78,107,55,20,53,41,TIDAK SEHAT
2021-03-18,78,115,43,14,74,23,TIDAK SEHAT
2021-03-19,73,93,39,13,59,26,SEDANG
2021-03-20,61,94,41,15,56,24,SEDANG
